text,label,processed_text,token_count
"Sudanese Darfur Rebels Block Aid Pact for Refugees. ABUJA, Nigeria (Reuters) - Sudanese rebels said on Tuesday that the government must disarm its militias in Darfur before they would sign a deal to bring aid to 1.5 million civilians displaced by violence.",World,sudanese darfur rebel block aid pact for refugee abuja nigeria reuters sudanese rebel say on tuesday that the government must disarm its militia in darfur before they would sign deal to bring aid to million civilian displace by violence,39
"Allawi sounds note of gravity on war. BAGHDAD In his first speech before the interim national assembly here, Prime Minister Ayad Allawi gave a sobering account Tuesday of the threat posed by the insurgency, saying that the country #39;s instability was a quot;source of worry for many people quot; and that",World,allawi sound note of gravity on war baghdad in his first speech before the interim national assembly here prime minister ayad allawi give sobering account tuesday of the threat pose by the insurgency say that the country instability be source of worry for many people and that,47
"Whooping Cranes Flock Grounded In Indiana. High winds in central Indiana today kept a flock of 14-young whooping cranes from continuing their journey south to Florida. The birds and their human guides in ultralight planes are in Boone County, having",Sci_Tech,whoop crane flock ground in indiana high wind in central indiana today keep flock of young whooping crane from continue their journey south to florida the bird and their human guide in ultralight plane be in boone county have,39
"WebMethods names new CEO, chairman. The company promotes from within--Chief Operating Officer David Mitchell is appointed CEO.",Sci_Tech,webmethod name new ceo chairman the company promote from within chief operating officer david mitchell be appoint ceo,18
Congress Works to Pass Intelligence Bills (AP). AP - Congressional leaders on Sunday would not guarantee passage of an overhaul of the nation's intelligence agencies by the November election but pledged to try to make it happen.,World,congress work to pass intelligence bill congressional leader on sunday would not guarantee passage of an overhaul of the nation intelligence agency by the november election but pledge to try to make it happen,34
"Up to 120 Girls Defy French Head Scarf Ban. PARIS - Some 100 to 120 girls have defied a new law banning Islamic head scarves in classrooms and are in talks with school officials trying to convince them to remove the head coverings, Education Minister Francois Fillon said Wednesday. It was the first complete figure made public since the start of the school year last Thursday...",World,up to girl defy french head scarf ban paris some to girl have defy new law ban islamic head scarf in classroom and be in talk with school official try to convince they to remove the head covering education minister francois fillon say wednesday it be the first complete figure make public since the start of the school year last thursday,61
"Flakes? Here's hoping for plenty more of it. At Boston's Ski Ball at the Ritz-Carlton last Friday night, a marvelous thing happened: Outside the window, snow swirled out of a black sky into streetlights below.",Sports,flake here hop for plenty more of it at boston ski ball at the ritz carlton last friday night marvelous thing happen outside the window snow swirl out of black sky into streetlight below,34
"Aid Afghan democrats. Afghan President Hamid Karzai dodged death three weeks ago when Taliban fighters fired a rocket at him in Gardez. Yesterday, his running mate in Saturday #39;s national election, Ahmad Zia Masood, barely survived a Taliban bomb in Faizabad.",World,aid afghan democrats afghan president hamid karzai dodged death three week ago when taliban fighter fire rocket at he in gardez yesterday his running mate in saturday national election ahmad zia masood barely survive taliban bomb in faizabad,38
Arsenal unveil mega 100M Emirates deal. Arsenal have confirmed they have struck a lucrative deal with Emirates Airlines for the naming rights of their new Ashburton stadium.,Sports,arsenal unveil mega emirates deal arsenal have confirm they have strike lucrative deal with emirate airline for the name right of their new ashburton stadium,25
"The prison that Martha Stewart will call home. When lifestyle doyenne Martha Stewart arrives at the Alderson Federal Prison Camp, the multimillionaire businesswoman won #39;t just",Business,the prison that martha stewart will call home when lifestyle doyenne martha stewart arrive at the alderson federal prison camp the multimillionaire businesswoman win just,25
"Bear Stearns Profit Falls. NEW YORK (Reuters) - Brokerage Bear Stearns Companies &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=BSC.N target=/stocks/quickinfo/fullquote""&gt;BSC.N&lt;/A&gt; on Wednesday said quarterly profit fell 10 percent hurt by lower investment banking revenue and higher expenses.",Business,bear stearns profit fall new york reuters brokerage bear stearns company bsc on wednesday say quarterly profit fall percent hurt by low investment banking revenue and high expense,28
"Latest scandal puts spotlight back on boards. At first glance, it might seem as if software company Computer Associates International Inc. has cleaned up its act. Yes, its former CEO and another top executive were indicted last",Business,late scandal put spotlight back on board at first glance it might seem as if software company computer associates international inc have clean up its act yes its former ceo and another top executive be indict last,37
